Transaction Id,Anon Student Id,Session Id,Step Duration,Level (Unit),Problem Name,Problem View,Attempt At Step,Selection,Input,KC (Default),Time,Outcome
a4da9c63a17b9ca5ba08b11c68d1436c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,84,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox16,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:19:35.156 UTC,CORRECT
6bf346b45415959f0f26716ef41078ac,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,86,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox19,The noun is already known,s10,2009-02-17 17:21:01.265 UTC,INCORRECT
3a54dd6d5f4b53274b75ec73f717fc79,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,60,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox20,The noun has already been mentioned,s11,2009-02-17 17:22:01.859 UTC,INCORRECT
a4aea7928e2e65dfef29d0fa00def36d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,27,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox19,The noun has already been mentioned,s10,2009-02-17 17:22:28.609 UTC,CORRECT
e9fc36fe3d9e4b3ee36d36288283612a,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,9,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox20,The noun is general and plural,s11,2009-02-17 17:22:37.218 UTC,INCORRECT
f26917f668babfb1f3ab549bc08fbb83,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,94,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox22,"a or ""an"" is used to mean ""for each"" or ""per""",s6,2009-02-17 17:24:11.203 UTC,INCORRECT
eafd0e18fe2701ced870664931a9dd0d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,51,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox22,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:25:03.015 UTC,CORRECT
71859bd93c39e54318225252c3df395b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,26,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox15,The noun is already known,s4,2009-02-17 17:25:28.437 UTC,INCORRECT
b97373888692cb458abff4a5c22fc1c7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,25,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox23,The noun is general and plural,s1,2009-02-17 17:25:53.328 UTC,INCORRECT
21d4d7e098bd74b948fcf37c6af99a75,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,92,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox21,The noun is made definite by an adjective clause or an adjective phrase,s3,2009-02-17 17:27:25.375 UTC,INCORRECT
fb825adbaee80a701f8cfaeafe66cfbc,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,103,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox25,The noun phrase is a general singular count noun that begins with a consonant sound,s5,2009-02-17 17:29:08.796 UTC,INCORRECT
3aeb9f9759ed22feccb17810cd985212,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,42,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox26,--Select one--,s8,2009-02-17 17:29:50.312 UTC,INCORRECT
10074d6cdf251a051383a65372396663,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,17,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox24,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s12,2009-02-17 17:30:07.140 UTC,INCORRECT
5e62107a2b16ab013f6ab648370bd0df,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,54,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox26,The noun is made definite by a prepositional phrase,s8,2009-02-17 17:31:01.437 UTC,INCORRECT
00a5747470ce2c73557157ec9a03de90,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,62,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox13,The noun phrase is a general singular count noun that begins with a vowel sound,s3,2009-02-17 17:32:43.328 UTC,INCORRECT
5a451d7c964048f94f86cc6376f37737,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,44,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox13,The noun is a single letter or numbers,s3,2009-02-17 17:33:35.750 UTC,CORRECT
7dbb005f0305f81ad430aac0c00a4c05,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox14,The noun is already known,s8,2009-02-17 17:34:16.843 UTC,CORRECT
bd9233a75150b7f6d33954baeb2d270f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,30,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox15,The noun is general and non-count,s1,2009-02-17 17:34:46.500 UTC,CORRECT
276898132dfc6fd6d60f5220c0a603c1,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,7,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox23,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:34:53.625 UTC,CORRECT
6d44c888e12e88e5c68664e2f6da4fff,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,45,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox24,The noun is already known,s6,2009-02-17 17:35:38.437 UTC,INCORRECT
dc25745be9a1f96a100bd4a6095f0b6d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,3,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox24,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:35:42.015 UTC,CORRECT
ba696de09ce356b61ec2922ff52627c5,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox20,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:35:52.171 UTC,CORRECT
047aebf88eb2ca9e0e4bc5bd7217c217,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox21,The noun is a single letter or numbers,s3,2009-02-17 17:36:01.015 UTC,CORRECT
d379ce11ed0cb287862e0f13ae94ef3c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,21,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox22,The noun is general and plural,s1,2009-02-17 17:36:21.359 UTC,INCORRECT
bebf5d9bee0a25734f320ebfb2690f24,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,7,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox22,The noun is general and non-count,s1,2009-02-17 17:36:29.078 UTC,CORRECT
a68e1121f5b0651bd229a3183f6051dd,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox17,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:36:41.046 UTC,CORRECT
a95f8487a9a13f97c0c8d611c9de6cf4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox18,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:36:45.921 UTC,CORRECT
daf81ea36474fef3efa949a14ffea17f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,14,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox19,The noun is general and plural,s2,2009-02-17 17:36:59.359 UTC,CORRECT
8647bd0b76e327297082a2ff5d83e4cd,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox25,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:37:05.828 UTC,CORRECT
459d7d63cbdbea9ab92355f1fcbb7cb7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,16,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox26,The noun is already known,s7,2009-02-17 17:37:21.250 UTC,INCORRECT
93ebac0c2b0373e43228c029a5428761,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,28,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox26,The noun is a single letter or numbers,s7,2009-02-17 17:38:14.890 UTC,INCORRECT
e5d6e04b7d174daac3a4aef7515a66de,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,20,IWT_S09explainTutorA-A,explainTutor-A,1,5.0,dorminComboBox26,The noun phrase begins with a consonant sound and is an indefinite singular count noun,s7,2009-02-17 17:39:19.000 UTC,INCORRECT
9b92554c3fe52f2a00e5ad02265133f9,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10,IWT_S09explainTutorA-A,explainTutor-A,1,6.0,dorminComboBox26,The noun is general and plural,s7,2009-02-17 17:39:28.515 UTC,INCORRECT
430cbf76e583fae8595178cb958ac937,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,7.0,dorminComboBox26,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:39:34.250 UTC,CORRECT
291f214f6b7b3bcb81a6c1bf3e1bf832,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox27,The noun is modified with the word •À_same•À_,s4,2009-02-17 17:39:47.031 UTC,CORRECT
1d1c97d9c843c870abc80a90c1746283,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,14,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox28,The noun is general and plural,s2,2009-02-17 17:40:00.890 UTC,CORRECT
9191e37467f617544eae4128aec2e309,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,15,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox29,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:40:15.421 UTC,CORRECT
19aef4d575a1e973977ae339d154e2eb,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,9,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox30,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s4,2009-02-17 17:40:24.796 UTC,INCORRECT
7928f9720ffb20872dfd498de257566b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox30,The noun is modified with the word •À_same•À_,s4,2009-02-17 17:40:30.265 UTC,CORRECT
7099b687fddbb9ee95f5e3b28c77fb40,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox31,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:40:42.640 UTC,CORRECT
ff709f7299b003a1f2f08cc35d39adcf,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox32,The noun is modified with the word •À_same•À_,s4,2009-02-17 17:40:50.234 UTC,CORRECT
cfe7a9f3ceafb4ec971957f87e3d3517,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,32,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox33,The noun phrase is a general singular count noun that begins with a vowel sound,s3,2009-02-17 17:41:22.187 UTC,INCORRECT
a6f7d6bad6f181b1e6c3dd6218d06746,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox33,"a or ""an"" is used to mean ""for each"" or ""per""",s3,2009-02-17 17:41:26.546 UTC,INCORRECT
1ef9fd996d2d956181ddddd50fc962a9,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox33,The noun is a single letter or numbers,s3,2009-02-17 17:41:31.546 UTC,CORRECT
90c2d8ec166bbcb434a8fe833f3c0f35,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox34,The noun is general and non-count,s1,2009-02-17 17:41:43.531 UTC,CORRECT
18e7668bba136ef3336bd07e06f897d4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox35,The noun is general and plural,s2,2009-02-17 17:41:49.296 UTC,CORRECT
1dff0113e42bfd9d9da849cf9c227531,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox36,The noun is general and plural,s2,2009-02-17 17:42:00.359 UTC,CORRECT
1dfbedade02d4848188e5d72cc9d7a3b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox37,The noun is a single letter or numbers,s5,2009-02-17 17:42:10.765 UTC,INCORRECT
19a9787582982b3bc54e43e9aa3ae034,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox37,The noun is a single letter or numbers,s5,2009-02-17 17:42:21.875 UTC,INCORRECT
4bdc426da2c7b9d6e475cc505e05727c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10,IWT_S09explainTutorA-A,explainTutor-A,1,4.0,dorminComboBox37,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:42:40.640 UTC,CORRECT
d2bb0192745a9d2a1d86dac5766579ee,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,29,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox38,The noun is a single letter or numbers,s3,2009-02-17 17:43:09.468 UTC,CORRECT
02570fe0b9315e75ef3faf73d0cb1e91,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox39,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:43:22.218 UTC,CORRECT
1599fe2e05f150bdccfb0bbdab782694,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox40,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:43:28.875 UTC,CORRECT
fca85941871317692e2e608c629832a4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,18,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox41,The noun is already known,s8,2009-02-17 17:43:46.625 UTC,CORRECT
5d7ee8fcba60596d870d1fe96d59f8f0,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox42,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:44:00.046 UTC,CORRECT
c5e27050c938945a77d32e83037d5607,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox43,The noun is general and non-count,s1,2009-02-17 17:44:09.718 UTC,CORRECT
9e06cc7421c2fd34577b9109bad8ab9f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,19,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox44,The noun is already known,s8,2009-02-17 17:44:28.562 UTC,CORRECT
2914f4272c0cc94a05dd3156e4b6623a,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,17,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox45,The noun is a single letter or numbers,s5,2009-02-17 17:44:45.250 UTC,INCORRECT
6496698f07a8089694ab9d6e383ee068,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,3,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox45,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:44:48.140 UTC,CORRECT
786de6ae1567894be1a60b73f80cf8fe,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox46,The noun is modified with the word •À_same•À_,s4,2009-02-17 17:44:54.562 UTC,CORRECT
7c317364b87e389749486df461589b6d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,7,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox47,The noun is general and plural,s2,2009-02-17 17:45:01.890 UTC,CORRECT
48253b423e9667bef8629b846282b495,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox48,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 17:45:06.671 UTC,CORRECT
75bb765a196c19b7fb83b79c1d2afea4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox49,The noun is a single letter or numbers,s3,2009-02-17 17:45:10.343 UTC,CORRECT
24cf4ff8be864ce422182e09fd722b1a,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,9,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox50,The noun is general and plural,s2,2009-02-17 17:45:19.093 UTC,CORRECT
d5a8e686538967e54604d60f5ef7920e,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox51,The noun is general and plural,s2,2009-02-17 17:45:25.218 UTC,CORRECT
13b2e45d4f947c90c3ac23d9ca0f0924,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,22,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox52,The noun is general and non-count,s1,2009-02-17 17:45:47.453 UTC,CORRECT
6daae4534ff053c92722aed255ae3fce,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox53,The noun is general and non-count,s1,2009-02-17 17:45:58.812 UTC,CORRECT
1d6019fd925123faf32dff4102d62271,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox54,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 17:46:04.828 UTC,CORRECT
d29a6939ee42b0ca67fd021b25e7fe5d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox55,The noun is already known,s8,2009-02-17 17:46:12.250 UTC,CORRECT
7dad9d4f62fa313328b07d26c48a16f0,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox56,The noun is a single letter or numbers,s5,2009-02-17 17:46:16.765 UTC,INCORRECT
98d3528542498a934be6519e0744c9ce,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox56,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:46:21.500 UTC,CORRECT
64fb7acac24ade4c24f7f4f9096143d2,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox57,The noun is already known,s8,2009-02-17 17:46:31.234 UTC,CORRECT
4239fa9f312f6b4c3c4cf1f272ce2eb7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox58,The noun is already known,s8,2009-02-17 17:46:39.500 UTC,CORRECT
d2e6e2f2430b315bc8199c3ee069c3b4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox59,The noun phrase is a general singular count noun that begins with a vowel sound,s5,2009-02-17 17:46:43.765 UTC,INCORRECT
122d30c5294c709212f4f75f406a5eb7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox59,The noun is a single letter or numbers,s5,2009-02-17 17:46:48.109 UTC,INCORRECT
69ed9943875a30e114466323558d0019,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,3,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox59,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 17:46:51.140 UTC,CORRECT
cfb5ba4231e24526cf361ef688bee5e7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox60,The noun is a single letter or numbers,s3,2009-02-17 17:46:57.671 UTC,CORRECT
77c10b95a5bef3fb63b1f19301cbdef5,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,22,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox61,The noun is already known,s8,2009-02-17 17:47:17.281 UTC,CORRECT
