Transaction Id,Anon Student Id,Session Id,Step Duration,Level (Unit),Problem Name,Problem View,Attempt At Step,Selection,Input,KC (Default),New Date,New Time,Sex,Age,Problem Duration,Total Duration,Problem PC,Total PC,Step Order,Outcome
c01e057d53909879027b1057c3d1c577,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b57,12.0,IWT_S09explainTutorA-A,testA,1,1.0,dorminComboBox11,The,s2,2009-02-17 00:00:00,2018-08-22 17:14:00,Male,42.0,257.0,257.0,0.2727272727272727,0.2727272727272727,Next,INCORRECT
65ccf61804e983a1fef90ddb2e33361d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b57,27.0,IWT_S09explainTutorA-A,testA,1,1.0,dorminComboBox12,a,s5,2009-02-17 00:00:00,2018-08-22 17:15:00,Male,42.0,284.0,284.0,0.3333333333333333,0.3333333333333333,Next,CORRECT
9aef0c5cc828b7ebc8fe54da9abe8392,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b57,27.0,IWT_S09explainTutorA-A,testA,1,2.0,dorminComboBox9,the,s7,2009-02-17 00:00:00,2018-08-22 17:15:00,Male,42.0,311.0,311.0,0.38461538461538464,0.38461538461538464,Skip Back,CORRECT
ae4cfd50087a11ec4a0a3fa89322d0a0,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,86.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox13,The noun is a single letter or numbers,s2,2009-02-17 00:00:00,2018-08-22 17:18:00,Male,42.0,86.0,397.0,0.0,0.35714285714285715,First,INCORRECT
a4da9c63a17b9ca5ba08b11c68d1436c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,84.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox16,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:19:00,Male,42.0,170.0,481.0,0.5,0.4,Skip Ahead,CORRECT
6bf346b45415959f0f26716ef41078ac,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,86.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox19,The noun is already known,s10,2009-02-17 00:00:00,2018-08-22 17:21:00,Male,42.0,256.0,567.0,0.3333333333333333,0.375,Skip Ahead,INCORRECT
3a54dd6d5f4b53274b75ec73f717fc79,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,60.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox20,The noun has already been mentioned,s11,2009-02-17 00:00:00,2018-08-22 17:22:00,Male,42.0,316.0,627.0,0.25,0.35294117647058826,Next,INCORRECT
a4aea7928e2e65dfef29d0fa00def36d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,27.0,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox19,The noun has already been mentioned,s10,2009-02-17 00:00:00,2018-08-22 17:22:00,Male,42.0,343.0,654.0,0.4,0.3888888888888889,Skip Back,CORRECT
e9fc36fe3d9e4b3ee36d36288283612a,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,9.0,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox20,The noun is general and plural,s11,2009-02-17 00:00:00,2018-08-22 17:22:00,Male,42.0,352.0,663.0,0.3333333333333333,0.3684210526315789,Next,INCORRECT
f26917f668babfb1f3ab549bc08fbb83,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,94.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox22,"a or ""an"" is used to mean ""for each"" or ""per""",s6,2009-02-17 00:00:00,2018-08-22 17:24:00,Male,42.0,446.0,757.0,0.2857142857142857,0.35,Skip Ahead,INCORRECT
eafd0e18fe2701ced870664931a9dd0d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,51.0,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox22,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 00:00:00,2018-08-22 17:25:00,Male,42.0,497.0,808.0,0.375,0.38095238095238093,Same,CORRECT
71859bd93c39e54318225252c3df395b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,26.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox15,The noun is already known,s4,2009-02-17 00:00:00,2018-08-22 17:25:00,Male,42.0,523.0,834.0,0.3333333333333333,0.36363636363636365,Skip Back,INCORRECT
b97373888692cb458abff4a5c22fc1c7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,25.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox23,The noun is general and plural,s1,2009-02-17 00:00:00,2018-08-22 17:25:00,Male,42.0,548.0,859.0,0.3,0.34782608695652173,Skip Ahead,INCORRECT
21d4d7e098bd74b948fcf37c6af99a75,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,92.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox21,The noun is made definite by an adjective clause or an adjective phrase,s3,2009-02-17 00:00:00,2018-08-22 17:27:00,Male,42.0,640.0,951.0,0.2727272727272727,0.3333333333333333,Skip Back,INCORRECT
fb825adbaee80a701f8cfaeafe66cfbc,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,103.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox25,The noun phrase is a general singular count noun that begins with a consonant sound,s5,2009-02-17 00:00:00,2018-08-22 17:29:00,Male,42.0,743.0,1054.0,0.25,0.32,Skip Ahead,INCORRECT
3aeb9f9759ed22feccb17810cd985212,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,42.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox26,--Select one--,s8,2009-02-17 00:00:00,2018-08-22 17:29:00,Male,42.0,785.0,1096.0,0.23076923076923078,0.3076923076923077,Next,INCORRECT
10074d6cdf251a051383a65372396663,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,17.0,IWT_S09explainTutorA-A,testA-explain,1,1.0,dorminComboBox24,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s12,2009-02-17 00:00:00,2018-08-22 17:30:00,Male,42.0,802.0,1113.0,0.21428571428571427,0.2962962962962963,Skip Back,INCORRECT
5e62107a2b16ab013f6ab648370bd0df,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7b31,54.0,IWT_S09explainTutorA-A,testA-explain,1,2.0,dorminComboBox26,The noun is made definite by a prepositional phrase,s8,2009-02-17 00:00:00,2018-08-22 17:31:00,Male,42.0,856.0,1167.0,0.2,0.2857142857142857,Skip Ahead,INCORRECT
00a5747470ce2c73557157ec9a03de90,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,62.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox13,The noun phrase is a general singular count noun that begins with a vowel sound,s3,2009-02-17 00:00:00,2018-08-22 17:32:00,Male,42.0,62.0,1229.0,0.0,0.27586206896551724,First,INCORRECT
5a451d7c964048f94f86cc6376f37737,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,44.0,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox13,The noun is a single letter or numbers,s3,2009-02-17 00:00:00,2018-08-22 17:33:00,Male,42.0,106.0,1273.0,0.5,0.3,Same,CORRECT
7dbb005f0305f81ad430aac0c00a4c05,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox14,The noun is already known,s8,2009-02-17 00:00:00,2018-08-22 17:34:00,Male,42.0,119.0,1286.0,0.6666666666666666,0.3225806451612903,Next,CORRECT
bd9233a75150b7f6d33954baeb2d270f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,30.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox15,The noun is general and non-count,s1,2009-02-17 00:00:00,2018-08-22 17:34:00,Male,42.0,149.0,1316.0,0.75,0.34375,Next,CORRECT
276898132dfc6fd6d60f5220c0a603c1,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,7.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox23,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 00:00:00,2018-08-22 17:34:00,Male,42.0,156.0,1323.0,0.8,0.36363636363636365,Skip Ahead,CORRECT
6d44c888e12e88e5c68664e2f6da4fff,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,45.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox24,The noun is already known,s6,2009-02-17 00:00:00,2018-08-22 17:35:00,Male,42.0,201.0,1368.0,0.6666666666666666,0.35294117647058826,Next,INCORRECT
dc25745be9a1f96a100bd4a6095f0b6d,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,3.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox24,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 00:00:00,2018-08-22 17:35:00,Male,42.0,204.0,1371.0,0.7142857142857143,0.37142857142857144,Same,CORRECT
ba696de09ce356b61ec2922ff52627c5,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox20,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 00:00:00,2018-08-22 17:35:00,Male,42.0,215.0,1382.0,0.75,0.3888888888888889,Skip Back,CORRECT
047aebf88eb2ca9e0e4bc5bd7217c217,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox21,The noun is a single letter or numbers,s3,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,223.0,1390.0,0.7777777777777778,0.40540540540540543,Next,CORRECT
d379ce11ed0cb287862e0f13ae94ef3c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,21.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox22,The noun is general and plural,s1,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,244.0,1411.0,0.7,0.39473684210526316,Next,INCORRECT
bebf5d9bee0a25734f320ebfb2690f24,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,7.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox22,The noun is general and non-count,s1,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,251.0,1418.0,0.7272727272727273,0.41025641025641024,Same,CORRECT
a68e1121f5b0651bd229a3183f6051dd,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox17,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,263.0,1430.0,0.75,0.425,Skip Back,CORRECT
a95f8487a9a13f97c0c8d611c9de6cf4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox18,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,268.0,1435.0,0.7692307692307693,0.43902439024390244,Next,CORRECT
daf81ea36474fef3efa949a14ffea17f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,14.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox19,The noun is general and plural,s2,2009-02-17 00:00:00,2018-08-22 17:36:00,Male,42.0,282.0,1449.0,0.7857142857142857,0.4523809523809524,Next,CORRECT
8647bd0b76e327297082a2ff5d83e4cd,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox25,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:37:00,Male,42.0,288.0,1455.0,0.8,0.46511627906976744,Skip Ahead,CORRECT
459d7d63cbdbea9ab92355f1fcbb7cb7,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,16.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox26,The noun is already known,s7,2009-02-17 00:00:00,2018-08-22 17:37:00,Male,42.0,304.0,1471.0,0.75,0.45454545454545453,Next,INCORRECT
93ebac0c2b0373e43228c029a5428761,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,28.0,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox26,The noun is a single letter or numbers,s7,2009-02-17 00:00:00,2018-08-22 17:38:00,Male,42.0,332.0,1499.0,0.7058823529411765,0.4444444444444444,Same,INCORRECT
e5d6e04b7d174daac3a4aef7515a66de,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,20.0,IWT_S09explainTutorA-A,explainTutor-A,1,5.0,dorminComboBox26,The noun phrase begins with a consonant sound and is an indefinite singular count noun,s7,2009-02-17 00:00:00,2018-08-22 17:39:00,Male,42.0,352.0,1519.0,0.6666666666666666,0.43478260869565216,Same,INCORRECT
9b92554c3fe52f2a00e5ad02265133f9,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10.0,IWT_S09explainTutorA-A,explainTutor-A,1,6.0,dorminComboBox26,The noun is general and plural,s7,2009-02-17 00:00:00,2018-08-22 17:39:00,Male,42.0,362.0,1529.0,0.631578947368421,0.425531914893617,Same,INCORRECT
430cbf76e583fae8595178cb958ac937,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6.0,IWT_S09explainTutorA-A,explainTutor-A,1,7.0,dorminComboBox26,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:39:00,Male,42.0,368.0,1535.0,0.65,0.4375,Same,CORRECT
291f214f6b7b3bcb81a6c1bf3e1bf832,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox27,The noun is modified with the word •À_same•À_,s4,2009-02-17 00:00:00,2018-08-22 17:39:00,Male,42.0,380.0,1547.0,0.6666666666666666,0.4489795918367347,Next,CORRECT
1d1c97d9c843c870abc80a90c1746283,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,14.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox28,The noun is general and plural,s2,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,394.0,1561.0,0.6818181818181818,0.46,Next,CORRECT
9191e37467f617544eae4128aec2e309,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,15.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox29,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,409.0,1576.0,0.6956521739130435,0.47058823529411764,Next,CORRECT
19aef4d575a1e973977ae339d154e2eb,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,9.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox30,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s4,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,418.0,1585.0,0.6666666666666666,0.46153846153846156,Next,INCORRECT
7928f9720ffb20872dfd498de257566b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox30,The noun is modified with the word •À_same•À_,s4,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,424.0,1591.0,0.68,0.4716981132075472,Same,CORRECT
7099b687fddbb9ee95f5e3b28c77fb40,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox31,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,436.0,1603.0,0.6923076923076923,0.48148148148148145,Next,CORRECT
ff709f7299b003a1f2f08cc35d39adcf,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,8.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox32,The noun is modified with the word •À_same•À_,s4,2009-02-17 00:00:00,2018-08-22 17:40:00,Male,42.0,444.0,1611.0,0.7037037037037037,0.4909090909090909,Next,CORRECT
cfe7a9f3ceafb4ec971957f87e3d3517,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,32.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox33,The noun phrase is a general singular count noun that begins with a vowel sound,s3,2009-02-17 00:00:00,2018-08-22 17:41:00,Male,42.0,476.0,1643.0,0.6785714285714286,0.48214285714285715,Next,INCORRECT
a6f7d6bad6f181b1e6c3dd6218d06746,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,4.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox33,"a or ""an"" is used to mean ""for each"" or ""per""",s3,2009-02-17 00:00:00,2018-08-22 17:41:00,Male,42.0,480.0,1647.0,0.6551724137931034,0.47368421052631576,Same,INCORRECT
1ef9fd996d2d956181ddddd50fc962a9,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,5.0,IWT_S09explainTutorA-A,explainTutor-A,1,3.0,dorminComboBox33,The noun is a single letter or numbers,s3,2009-02-17 00:00:00,2018-08-22 17:41:00,Male,42.0,485.0,1652.0,0.6666666666666666,0.4827586206896552,Same,CORRECT
90c2d8ec166bbcb434a8fe833f3c0f35,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,12.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox34,The noun is general and non-count,s1,2009-02-17 00:00:00,2018-08-22 17:41:00,Male,42.0,497.0,1664.0,0.6774193548387096,0.4915254237288136,Next,CORRECT
18e7668bba136ef3336bd07e06f897d4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox35,The noun is general and plural,s2,2009-02-17 00:00:00,2018-08-22 17:41:00,Male,42.0,503.0,1670.0,0.6875,0.5,Next,CORRECT
1dff0113e42bfd9d9da849cf9c227531,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox36,The noun is general and plural,s2,2009-02-17 00:00:00,2018-08-22 17:42:00,Male,42.0,514.0,1681.0,0.696969696969697,0.5081967213114754,Next,CORRECT
1dfbedade02d4848188e5d72cc9d7a3b,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox37,The noun is a single letter or numbers,s5,2009-02-17 00:00:00,2018-08-22 17:42:00,Male,42.0,524.0,1691.0,0.6764705882352942,0.5,Next,INCORRECT
19a9787582982b3bc54e43e9aa3ae034,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,11.0,IWT_S09explainTutorA-A,explainTutor-A,1,2.0,dorminComboBox37,The noun is a single letter or numbers,s5,2009-02-17 00:00:00,2018-08-22 17:42:00,Male,42.0,535.0,1702.0,0.6571428571428571,0.49206349206349204,Same,INCORRECT
4bdc426da2c7b9d6e475cc505e05727c,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10.0,IWT_S09explainTutorA-A,explainTutor-A,1,4.0,dorminComboBox37,"a or ""an"" is used to mean ""for each"" or ""per""",s5,2009-02-17 00:00:00,2018-08-22 17:42:00,Male,42.0,545.0,1712.0,0.6666666666666666,0.5,Same,CORRECT
d2bb0192745a9d2a1d86dac5766579ee,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,29.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox38,The noun is a single letter or numbers,s3,2009-02-17 00:00:00,2018-08-22 17:43:00,Male,42.0,574.0,1741.0,0.6756756756756757,0.5076923076923077,Next,CORRECT
02570fe0b9315e75ef3faf73d0cb1e91,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox39,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 00:00:00,2018-08-22 17:43:00,Male,42.0,587.0,1754.0,0.6842105263157895,0.5151515151515151,Next,CORRECT
1599fe2e05f150bdccfb0bbdab782694,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,6.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox40,"The noun is modified with an ordinal number (like ""first"" ""second"" ""third"") or other ranking word (like ""next"" or ""last"")",s7,2009-02-17 00:00:00,2018-08-22 17:43:00,Male,42.0,593.0,1760.0,0.6923076923076923,0.5223880597014925,Next,CORRECT
fca85941871317692e2e608c629832a4,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,18.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox41,The noun is already known,s8,2009-02-17 00:00:00,2018-08-22 17:43:00,Male,42.0,611.0,1778.0,0.7,0.5294117647058824,Next,CORRECT
5d7ee8fcba60596d870d1fe96d59f8f0,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,13.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox42,The noun phrase is a general singular count noun that begins with a vowel sound,s6,2009-02-17 00:00:00,2018-08-22 17:44:00,Male,42.0,624.0,1791.0,0.7073170731707317,0.5362318840579711,Next,CORRECT
c5e27050c938945a77d32e83037d5607,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,10.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox43,The noun is general and non-count,s1,2009-02-17 00:00:00,2018-08-22 17:44:00,Male,42.0,634.0,1801.0,0.7142857142857143,0.5428571428571428,Next,CORRECT
9e06cc7421c2fd34577b9109bad8ab9f,Stu_000e6fce9a830b756649b290693c391c,L3d43ff7e:11f6289f14a:-7aff,19.0,IWT_S09explainTutorA-A,explainTutor-A,1,1.0,dorminComboBox44,The noun is already known,s8,2009-02-17 00:00:00,2018-08-22 17:44:00,Male,42.0,653.0,1820.0,0.7209302325581395,0.5492957746478874,Next,CORRECT
